candidate_id,final_score
CAND_0080766,0.6449790775411703
CAND_0077337,0.6087466122551302
CAND_0093547,0.6024205518907186
CAND_0018499,0.5692343420140115
CAND_0017960,0.5672017624250467
CAND_0026532,0.5626254233784157
CAND_0055992,0.5581733689414031
CAND_0042506,0.5550957561032946
CAND_0041669,0.5503539818566061
CAND_0053695,0.5486198658664342
CAND_0086151,0.548160797564616
CAND_0061265,0.5396107118828392
CAND_0006557,0.534390398008931
CAND_0008425,0.5333724953219958
CAND_0039754,0.5298106004169614
CAND_0092278,0.5279954582465071
CAND_0077285,0.5256327514401795
CAND_0081846,0.5230658276600889
CAND_0018549,0.5203685747343447
CAND_0088025,0.5202539213491075
CAND_0018722,0.5200329331238532
CAND_0028793,0.516894090549074
CAND_0014440,0.5144738063468721
CAND_0033861,0.5110494837727102
CAND_0011162,0.5091441443617118
CAND_0041610,0.5064684670243569
CAND_0044883,0.5040574826325375
CAND_0005649,0.4999778903757657
CAND_0086022,0.49102458830702617
CAND_0083307,0.4903532788375715
CAND_0081686,0.488458696095464
CAND_0071974,0.48415836169630455
CAND_0024466,0.4773508392703264
CAND_0060054,0.476473857017662
CAND_0065195,0.47623212455261965
CAND_0041611,0.46915830464739916
CAND_0046525,0.46515162100890545
CAND_0040117,0.46508624560971545
CAND_0066376,0.4646048533835635
CAND_0041568,0.4618581360211533
CAND_0070398,0.46140260164976094
CAND_0002025,0.46066119069852823
CAND_0062247,0.45684860149512413
CAND_0044855,0.45433402043312987
CAND_0007411,0.45266042372461707
CAND_0055905,0.452027510341308
CAND_0031593,0.4483644878240231
CAND_0076251,0.44833641967266535
CAND_0030953,0.4428433743110342
CAND_0064326,0.4424224742564366
CAND_0051630,0.43311174859067014
CAND_0005260,0.4316486278652353
CAND_0001610,0.42700078179316703
CAND_0076904,0.4266551675082022
CAND_0060072,0.42275235999461835
CAND_0046064,0.4223217936110707
CAND_0011687,0.41805719472901975
CAND_0094759,0.41223350473764303
CAND_0015528,0.4094234859543872
CAND_0069905,0.40774584618644655
CAND_0010257,0.40294711253038984
CAND_0042029,0.4001417588705092
CAND_0013613,0.3962566201522047
CAND_0095528,0.39590206963082664
CAND_0089552,0.39224025973952537
CAND_0096172,0.3917649368161644
CAND_0093912,0.3870792386508673
CAND_0006418,0.3843232681443823
CAND_0009024,0.3826631977026862
CAND_0013536,0.381883139796196
CAND_0040887,0.38084288838611063
CAND_0019480,0.38042115900965945
CAND_0079387,0.3781401001115825
CAND_0050454,0.37781543280378993
CAND_0091909,0.3773107053237488
CAND_0044222,0.3771097527045683
CAND_0045250,0.36615844204855313
CAND_0020877,0.3652679382423403
CAND_0057563,0.36493739227978916
CAND_0068811,0.3643957591167706
CAND_0096142,0.3643309837007467
CAND_0047721,0.3626711574689705
CAND_0075574,0.36180534537129344
CAND_0037566,0.35998824208477664
CAND_0051292,0.3583091283279666
CAND_0091534,0.35509360615164504
CAND_0075249,0.35360937181266594
CAND_0079064,0.3506603980080522
CAND_0027691,0.3482203415885768
CAND_0011432,0.3476592630151089
CAND_0037944,0.34620841182348694
CAND_0094056,0.34313091009830493
CAND_0007009,0.3407503721231458
CAND_0053591,0.3407307386297533
CAND_0064270,0.33715451045383893
CAND_0029367,0.3331597900522296
CAND_0027801,0.33048275934348115
CAND_0093331,0.3288877490350493
CAND_0016163,0.3214745722896264
CAND_0009691,0.3164536112036254
