candidate_id,final_score
CAND_0080766,0.6449790209436246
CAND_0077337,0.6087464837985695
CAND_0093547,0.6024205040888374
CAND_0018499,0.569234182289863
CAND_0017960,0.5672017040315247
CAND_0026532,0.5626253975547477
CAND_0055992,0.5581732697001905
CAND_0042506,0.5550957717497359
CAND_0041669,0.5503539204906899
CAND_0053695,0.5486197030631647
CAND_0086151,0.548160762685044
CAND_0061265,0.5396107194794496
CAND_0006557,0.5343903839216624
CAND_0008425,0.5333725410465053
CAND_0039754,0.5298107650602182
CAND_0092278,0.5279954231710002
CAND_0077285,0.5256327170618289
CAND_0081846,0.5230658487940075
CAND_0018549,0.5203686134303825
CAND_0088025,0.5202537216326397
CAND_0018722,0.5200327494118457
CAND_0028793,0.5168940572495534
CAND_0014440,0.5144738724753766
CAND_0033861,0.5110495516876156
CAND_0011162,0.5091442218083955
CAND_0041610,0.5064686071660353
CAND_0044883,0.504057378016405
CAND_0005649,0.4999777974989385
CAND_0086022,0.491024759972056
CAND_0083307,0.49035328074907847
CAND_0081686,0.48845857285123967
CAND_0071974,0.48415824714565026
CAND_0024466,0.4773508182222802
CAND_0060054,0.47647395280981464
CAND_0065195,0.4762321138067223
CAND_0041611,0.46915815787020976
CAND_0046525,0.46515143892563476
CAND_0040117,0.4650861595591744
CAND_0066376,0.46460474016204195
CAND_0041568,0.46185834483079247
CAND_0070398,0.4614026135800248
CAND_0002025,0.4606611430495998
CAND_0062247,0.4568486171527623
CAND_0044855,0.4543340103680169
CAND_0007411,0.452660376576248
CAND_0055905,0.45202744570959014
CAND_0031593,0.44836444795405395
CAND_0076251,0.4483363717641945
CAND_0030953,0.44284333478362414
CAND_0064326,0.44242236889768277
CAND_0051630,0.433111684842885
CAND_0005260,0.43164859265831024
CAND_0001610,0.4270006901515391
CAND_0076904,0.42665518582719597
CAND_0060072,0.42275214960903246
CAND_0046064,0.4223218267448944
CAND_0011687,0.4180570540766777
CAND_0094759,0.4122335225602549
CAND_0015528,0.4094234507417427
CAND_0069905,0.407745916543702
CAND_0010257,0.4029471201551815
CAND_0042029,0.400141812588998
CAND_0013613,0.39625647741303155
CAND_0095528,0.3959021611996698
CAND_0089552,0.3922402076394724
CAND_0096172,0.3917648992280383
CAND_0093912,0.38707929040533623
CAND_0006418,0.3843231458853797
CAND_0009024,0.3826632512846758
CAND_0013536,0.3818829367734921
CAND_0040887,0.38084281209144843
CAND_0019480,0.38042110657673556
CAND_0079387,0.37814000650216234
CAND_0050454,0.37781560045459583
CAND_0091909,0.3773107723497623
CAND_0044222,0.37710979128454364
CAND_0045250,0.36615844033531864
CAND_0020877,0.36526793601859076
CAND_0057563,0.3649373826267579
CAND_0068811,0.36439573088016863
CAND_0096142,0.36433111725623124
CAND_0047721,0.3626712575483777
CAND_0075574,0.3618053709194252
CAND_0037566,0.3599883300898685
CAND_0051292,0.3583091771694737
CAND_0091534,0.3550936156253535
CAND_0075249,0.3536093543314232
CAND_0079064,0.3506604192143907
CAND_0027691,0.3482203212944169
CAND_0011432,0.347659211586169
CAND_0037944,0.34620846514130127
CAND_0094056,0.34313093861679844
CAND_0007009,0.3407503362349953
CAND_0053591,0.34073077376412164
CAND_0064270,0.33715452036831933
CAND_0029367,0.33315983169269714
CAND_0027801,0.3304827474567265
CAND_0093331,0.32888778335299396
CAND_0016163,0.3214746357077226
CAND_0009691,0.3164536115828695
